wallet_id,score
0xf54f36bca969800fd7d63a68029561309938c09b,750.1203784171767
0x7f5e6a28afc9fb0aaf4259d4ff69991b88ebea47,750.1186753858046
0x91919344c1dad09772d19ad8ad4f1bcd29c51f27,750.1088263223331
0x4db0a72edb5ea6c55df929f76e7d5bb14e389860,750.1061455933414
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,750.1022126342014
0x8d900f213db5205c529aaba5d10e71a0ed2646db,750.0942994136685
0x19df3e87f73c4aaf4809295561465b993e102668,750.0677998822852
0x4839e666e2baf12a51bf004392b35972eeddeabf,750.0570213099039
0x22d7510588d90ed5a87e0f838391aaafa707c34b,742.070669639678
0x4e6e724f4163b24ffc7ffe662b5f6815b18b4210,738.0388208413173
0x612a3500559be7be7703de6dc397afb541a16f7f,734.0855569474572
0x24b3460622d835c56d9a4fe352966b9bdc6c20af,725.1016735580654
0xd0df53e296c1e3115fccc3d7cdf4ba495e593b56,709.0303801518309
0x06b51c6882b27cb05e712185531c1f74996dd988,700.0528777117156
0x4c4d05fe859279c91b074429b5fc451182cec745,690.0577435644956
0x3e69ad05716bdc834db72c4d6d44439a7c8a902b,688.0614492935852
0x9e6ec4e98793970a1307262ba68d37594e58cd78,685.1732815798246
0x54e19653be9d4143b08994906be0e27555e8834d,683.0418067286948
0x623af911f493747c216ad389c7805a37019c662d,675.1485628540466
0x1ab2ccad4fc97c9968ea87d4435326715be32872,675.0905947609817
0x26750f1f4277221bdb5f6991473c6ece8c821f9d,672.0332125685494
0xf7aa5d0752cfcd41b0a5945867d619a80c405e52,669.0310493128942
0x330513970efd9e8dd606275fb4c50378989b3204,650.1316697507033
0x1724e16cb8d0e2aa4d08035bc6b5c56b680a3b22,650.0893801800571
0x5e324b4a564512ea7c93088dba2f8c1bf046a3eb,635.0787931617713
0x6e355417f7f56e7927d1cd971f0b5a1e6d538487,635.0212632410667
0x1e43dacdcf863676a6bec8f7d6896d6252fac669,635.0136350250957
0xf60304b534f74977e159b2e159e135475c245526,635.0096437382858
0x70d8e4ab175dfe0eab4e9a7f33e0a2d19f44001e,633.0320209718519
0x9ad1331c5b6c5a641acffb32719c66a80c6e1a17,630.0734783868352
0xcecf5163bb057c1aff4963d9b9a7d2f0bf591710,601.0625893715721
0x0fe383e5abc200055a7f391f94a5f5d1f844b9ae,600.1929451681983
0xb57297c5d02def954794e593db93d0a302e43e5c,600.1627326230268
0x7de76a449cf60ea3e111ff18b28e516d89532152,600.1577111702118
0x7b4636320daa0bc055368a4f9b9d01bd8ac51877,600.1519794605732
0x4e61251336c32e4fe6bfd5fab014846599321389,600.1507824145534
0x7e3eab408b9c76a13305ef34606f17c16f7b33cc,600.1439868599134
0x6d69ca3711e504658977367e13c300ab198379f1,600.1406073465197
0x96bb4447a02b95f1d1e85374cffd565eb22ed2f8,600.1357705673445
0x3867d222ba91236ad4d12c31056626f9e798629c,600.1249215785224
0x2844658bf341db96aa247259824f42025e3bcec2,600.1165953040231
0xded1f838ae6aa5fcd0f13481b37ee88e5bdccb3d,600.1019334177381
0x767055590c73b7d2aaa6219da13807c493f91a20,600.0995051631363
0xc179d55f7e00e789915760f7d260a1bf6285278b,580.0890227853345
0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,572.0271598970875
0x1c1b30ca93ef57452d53885d97a74f61daf2bf4f,568.0501792469895
0xbd4a00764217c13a246f86db58d74541a0c3972a,564.0410845844864
0xebb8629e8a3ec86cf90cb7600264415640834483,564.022989588665
0x56cc2bffcb3f86a30c492f9d1a671a1f744d1d2f,562.0677375744167
0xdde73df7bd4d704a89ad8421402701b3a460c6e9,560.0391393181282
0x0795732aacc448030ef374374eaae57d2965c16c,554.0451849261374
0xa98dc64bb42575efec7d1e4560c029231ce5da51,552.0847508570764
0x56ba823641bfc317afc8459bf27feed6eb9ff59f,551.0278050701161
0x578cea5f899b0dfbf05c7fbcfda1a644b2a47787,550.1371842833505
0x7b57dbe2f2e4912a29754ff3e412ed9507fd8957,550.1136872407001
0x507b6c0d950702f066a9a1bd5e85206f87b065ba,543.0410500948087
0x2a2fde3e1beb508fcf7c137a1d5965f13a17825e,542.0936347650317
0x6a2752a534faacaaa153bffbb973dd84e0e5497b,540.0181730717358
0x7851bdfb64bbecfb40c030d722a1f147dff5db6a,518.0469615530799
0x58d68d4bcf9725e40353379cec92b90332561683,518.0419289362653
0xf340b9f2098f80b86fbc5ede586c319473aa11f3,510.08217755659626
0x8587d9f794f06d976c2ec1cfd523983b856f5ca9,500.1366717195016
0x3a44be4581137019f83021eeee72b7dc57756069,500.0809871177198
0xde92d70253604fd8c5998c8ee3ed282a41b33b7f,493.01521784306556
0x58c2a9099a03750e9842d3e9a7780cdd6aa70b86,485.1591357835265
0xcf0033bf27804640e5339e06443e208db5870dd2,475.129323943075
0x7399dbeebe2f88bc6ac4e3fd7ddb836a4bce322f,472.0488422269244
0xf67e8e5805835465f7eba988259db882ab726800,450.1631650999107
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,450.1492619316676
0xa7e94d933eb0c439dda357f61244a485246e97b8,450.13636987052575
0x104ae61d8d487ad689969a17807ddc338b445416,450.1039949668527
0x8be38ea2b22b706aef313c2de81f7d179024dd30,450.0974810534792
0x83ea74c67d393c6894c34c464657bda2183a2f1a,450.094646900816
0xb475576594ae44e1f75f534f993cbb7673e4c8b6,434.06067782383974
0x7be3dfb5b6fcbae542ea85e76cc19916a20f6c1e,426.0404326858976
0x9ba0d85f71e145ccf15225e59631e5a883d5d74a,425.18122833042355
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,425.1736236362018
0x1656f1886c5ab634ac19568cd571bc72f385fdf7,425.1710328879399
0x8aaece100580b749a20f8ce30338c4e0770b65ed,425.129697798785
0xeded1c8c0a0c532195b8432153f3bfa81dba2a90,425.095279497996
0x13b1c8b0e696aff8b4fee742119b549b605f3cbc,425.07847975561526
0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,422.02565727093764
0xf10fd8921019615a856c1e95c7cd3632de34edc4,421.0900323846946
0xd9d3930ffa343f5a0eec7606d045d0843d3a02b4,418.03412464396524
0xd334d18fa6bada9a10f361bae42a019ce88a3c33,414.026215077186
0x27f72a000d8e9f324583f3a3491ea66998275b28,405.0788774680923
0x93f0891bf71d8abed78e0de0885bd26355bb8b1d,400.16315859849067
0x124853fecb522c57d9bd5c21231058696ca6d596,392.10041289803286
0x4814be124d7fe3b240eb46061f7ddfab468fe122,390.00660530623287
0xf80a8b9cfff0febf49914c269fb8aead4a22f847,360.1522201751351
0x854a873b8f9bfac36a5eb9c648e285a095a7478d,360.0852303566941
0xa7f3c74f0255796fd5d3ddcf88db769f7a6bf46a,350.18948163522356
0x70c1864282599a762c674dd9d567b37e13bce755,300.14896935745355
0x9a363adc5d382c04d36b09158286328f75672098,300.06477398504325
0xfe5a05c0f8b24fca15a7306f6a4ebb7dcf2186ac,275.1194628901208
0x880a0af12da55df1197f41697c1a1b61670ed410,275.1009543124226
0xb271ff7090b39028eb6e711c3f89a3453d5861ee,275.0592026007154
0x3361bea43c2f5f963f81ac70f64e6fba1f1d2a97,255.0770146915129
0xc22b8e78394ce52e0034609a67ae3c959daa84bc,250.15790078026697
0x8441fecef5cc6f697be2c4fc4a36feacede8df67,235.1229505833411
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,200.09761867685853
0xd1a3888fd8f490367c6104e10b4154427c02dd9c,150.17439458820863
0x111c7208a7e2af345d36b6d4aace8740d61a3078,67.08707747142411
